"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] SongNameComparatorRemoveBrackets record1Value","[0] SongNameComparatorRemoveBrackets record2Value","[0] SongNameComparatorRemoveBrackets record1PreprocessedValue","[0] SongNameComparatorRemoveBrackets record2PreprocessedValue","[0] SongNameComparatorRemoveBrackets similarity","[0] SongNameComparatorRemoveBrackets postproccesedSimilarity","[1] SongNameComparatorLevenshtein record1Value","[1] SongNameComparatorLevenshtein record2Value","[1] SongNameComparatorLevenshtein record1PreprocessedValue","[1] SongNameComparatorLevenshtein record2PreprocessedValue","[1] SongNameComparatorLevenshtein similarity","[1] SongNameComparatorLevenshtein postproccesedSimilarity","[2] SongArtistsComparatorToken record1Value","[2] SongArtistsComparatorToken record2Value","[2] SongArtistsComparatorToken record1PreprocessedValue","[2] SongArtistsComparatorToken record2PreprocessedValue","[2] SongArtistsComparatorToken similarity","[2] SongArtistsComparatorToken postproccesedSimilarity","[3] SongArtistsComparatorLevenshtein record1Value","[3] SongArtistsComparatorLevenshtein record2Value","[3] SongArtistsComparatorLevenshtein record1PreprocessedValue","[3] SongArtistsComparatorLevenshtein record2PreprocessedValue","[3] SongArtistsComparatorLevenshtein similarity","[3] SongArtistsComparatorLevenshtein postproccesedSimilarity","[4] SongAlbumComparatorMaxSim record1Value","[4] SongAlbumComparatorMaxSim record2Value","[4] SongAlbumComparatorMaxSim record1PreprocessedValue","[4] SongAlbumComparatorMaxSim record2PreprocessedValue","[4] SongAlbumComparatorMaxSim similarity","[4] SongAlbumComparatorMaxSim postproccesedSimilarity","[5] SongAlbumComparatorToken record1Value","[5] SongAlbumComparatorToken record2Value","[5] SongAlbumComparatorToken record1PreprocessedValue","[5] SongAlbumComparatorToken record2PreprocessedValue","[5] SongAlbumComparatorToken similarity","[5] SongAlbumComparatorToken postproccesedSimilarity"
"WekaMatchingRule","dbpedia_6784","musicbrainz_12565","0.0015096927510193584",,"Don't Forget Me ","Don’t Eat the Yellow Snow","Don't Forget Me ","Don’t Eat the Yellow Snow","0.31999999999999995","0.31999999999999995","Don't Forget Me (Smash song)","Don’t Eat the Yellow Snow","Don't Forget Me (Smash song)","Don’t Eat the Yellow Snow","0.3928571428571429","0.3928571428571429","smash","frank zappa","smash","frank zappa","0.0","0.0","Smash","Frank Zappa","Smash","Frank Zappa","0.09090909090909094","0.09090909090909094","bombshell","apostrophe (’)","bombshell","apostrophe (’)","0.0","0.0","bombshell","apostrophe (’)","bombshell","apostrophe (’)","0.0","0.0"
"WekaMatchingRule","dbpedia_5506","musicbrainz_20408","5.200911984427032E-4",,"Splash ","Spider of Destiny","Splash ","Spider of Destiny","0.17647058823529416","0.17647058823529416","Splash (Sub Focus song)","Spider of Destiny","Splash (Sub Focus song)","Spider of Destiny","0.26086956521739135","0.26086956521739135","sub focus","frank zappa","sub focus","frank zappa","0.0","0.0","Sub Focus","Frank Zappa","Sub Focus","Frank Zappa","0.09090909090909094","0.09090909090909094","sub focus","sleep dirt","sub focus","sleep dirt","0.0","0.0","sub focus","sleep dirt","sub focus","sleep dirt","0.0","0.0"
"WekaMatchingRule","dbpedia_11197","musicbrainz_12670","0.0031937542877436224",,"When a Woman Loves ","When I Sing ","When a Woman Loves ","When I Sing ","0.42105263157894735","0.42105263157894735","When a Woman Loves (song)","When I Sing (Mountain House version)","When a Woman Loves (song)","When I Sing (Mountain House version)","0.41666666666666663","0.41666666666666663","r. kelly","needtobreathe","r. kelly","needtobreathe","0.0","0.0","R. Kelly","NEEDTOBREATHE","R. Kelly","NEEDTOBREATHE","0.07692307692307687","0.07692307692307687","love letter","h a r d l o v e","love letter","h a r d l o v e","0.0","0.0","love letter","h a r d l o v e","love letter","h a r d l o v e","0.0","0.0"
"WekaMatchingRule","dbpedia_4932","musicbrainz_18001","6.194085735176345E-4",,"This Is How We Do It","The Truth","This Is How We Do It","The Truth","0.19999999999999996","0.19999999999999996","This Is How We Do It","The Truth","This Is How We Do It","The Truth","0.19999999999999996","0.19999999999999996","montell jordan","the dirty heads","montell jordan","the dirty heads","0.0","0.0","Montell Jordan","The Dirty Heads","Montell Jordan","The Dirty Heads","0.06666666666666665","0.06666666666666665","this is how we do it","dirty heads","this is how we do it","dirty heads","0.0","0.0","this is how we do it","dirty heads","this is how we do it","dirty heads","0.0","0.0"
"WekaMatchingRule","dbpedia_2783","musicbrainz_747","0.8874587160105033","1","Wait for Me ","Wait for Me","Wait for Me ","Wait for Me","0.9166666666666666","0.9166666666666666","Wait for Me (Kings of Leon song)","Wait for Me","Wait for Me (Kings of Leon song)","Wait for Me","0.34375","0.34375","kings of leon","kings of leon","kings of leon","kings of leon","1.0","1.0","Kings of Leon","Kings of Leon","Kings of Leon","Kings of Leon","1.0","1.0","mechanical bull","mechanical bull","mechanical bull","mechanical bull","1.0","1.0","mechanical bull","mechanical bull","mechanical bull","mechanical bull","1.0","1.0"
"WekaMatchingRule","dbpedia_4572","musicbrainz_12178","8.143290105264763E-4",,"In God's Time","In a World Possessed by the Human Mind","In God's Time","In a World Possessed by the Human Mind","0.23684210526315785","0.23684210526315785","In God's Time","In a World Possessed by the Human Mind","In God's Time","In a World Possessed by the Human Mind","0.23684210526315785","0.23684210526315785","randy houser","the tragically hip","randy houser","the tragically hip","0.0","0.0","Randy Houser","The Tragically Hip","Randy Houser","The Tragically Hip","0.11111111111111116","0.11111111111111116",,,,,,,"","man machine poem","","man machine poem","0.0","0.0"
"WekaMatchingRule","dbpedia_9551","musicbrainz_27777","0.0010629448617489271",,"This Is Country Music ","The Extra Tracks","This Is Country Music ","The Extra Tracks","0.2727272727272727","0.2727272727272727","This Is Country Music (song)","The Extra Tracks","This Is Country Music (song)","The Extra Tracks","0.2857142857142857","0.2857142857142857","brad paisley","the rolling stones","brad paisley","the rolling stones","0.0","0.0","Brad Paisley","The Rolling Stones","Brad Paisley","The Rolling Stones","0.16666666666666663","0.16666666666666663","this is country music","exile on main st.","this is country music","exile on main st.","0.0","0.0","this is country music","exile on main st.","this is country music","exile on main st.","0.0","0.0"
"WekaMatchingRule","dbpedia_10611","musicbrainz_1664","0.0023726630228452597",,"The Last Dance ","The Gates of Delirium","The Last Dance ","The Gates of Delirium","0.38095238095238093","0.38095238095238093","The Last Dance (Clare Maguire song)","The Gates of Delirium","The Last Dance (Clare Maguire song)","The Gates of Delirium","0.2857142857142857","0.2857142857142857","clare maguire","yes","clare maguire","yes","0.0","0.0","Clare Maguire","Yes","Clare Maguire","Yes","0.07692307692307687","0.07692307692307687","light after dark","relayer","light after dark","relayer","0.0","0.0","light after dark","relayer","light after dark","relayer","0.0","0.0"
"WekaMatchingRule","dbpedia_3250","musicbrainz_8908","0.0010629448617489271",,"Bottoms Up ","Bodyline ","Bottoms Up ","Bodyline ","0.2727272727272727","0.2727272727272727","Bottoms Up (Brantley Gilbert song)","Bodyline (live in Rome)","Bottoms Up (Brantley Gilbert song)","Bodyline (live in Rome)","0.2941176470588235","0.2941176470588235","brantley gilbert","deep purple","brantley gilbert","deep purple","0.0","0.0","Brantley Gilbert","Deep Purple","Brantley Gilbert","Deep Purple","0.125","0.125","just as i am","now what?!","just as i am","now what?!","0.0","0.0","just as i am","now what?!","just as i am","now what?!","0.0","0.0"
"WekaMatchingRule","dbpedia_11447","musicbrainz_21919","0.003091650124121141",,"Love You for a Long Time","Love You Till Tuesday","Love You for a Long Time","Love You Till Tuesday","0.41666666666666663","0.41666666666666663","Love You for a Long Time","Love You Till Tuesday","Love You for a Long Time","Love You Till Tuesday","0.41666666666666663","0.41666666666666663","high valley","david bowie","high valley","david bowie","0.0","0.0","High Valley","David Bowie","High Valley","David Bowie","0.09090909090909094","0.09090909090909094","love is a long road","david bowie","love is a long road","david bowie","0.0","0.0","love is a long road","david bowie","love is a long road","david bowie","0.0","0.0"
"WekaMatchingRule","dbpedia_9439","musicbrainz_11569","7.784225187990598E-4",,"Kidz ","Kings of Edom","Kidz ","Kings of Edom","0.23076923076923073","0.23076923076923073","Kidz (song)","Kings of Edom","Kidz (song)","Kings of Edom","0.23076923076923073","0.23076923076923073","take that","therion","take that","therion","0.0","0.0","Take That","Therion","Take That","Therion","0.2222222222222222","0.2222222222222222","progress","sitra ahra","progress","sitra ahra","0.0","0.0","progress","sitra ahra","progress","sitra ahra","0.0","0.0"
"WekaMatchingRule","dbpedia_6928","musicbrainz_18426","0.896691573760043","1","No Shows","No Shows","No Shows","No Shows","1.0","1.0","No Shows","No Shows","No Shows","No Shows","1.0","1.0","gerard arthur way","gerard way","gerard arthur way","gerard way","0.6666666666666666","0.6666666666666666","Gerard Arthur Way","Gerard Way","Gerard Arthur Way","Gerard Way","0.5882352941176471","0.5882352941176471","hesitant alien","hesitant alien","hesitant alien","hesitant alien","1.0","1.0","hesitant alien","hesitant alien","hesitant alien","hesitant alien","1.0","1.0"
"WekaMatchingRule","dbpedia_680","musicbrainz_7016","8.979052492629889E-4",,"The Edge of Glory","The Thoughts That Give Me the Creeps","The Edge of Glory","The Thoughts That Give Me the Creeps","0.25","0.25","The Edge of Glory","The Thoughts That Give Me the Creeps","The Edge of Glory","The Thoughts That Give Me the Creeps","0.25","0.25","lady gaga","hellogoodbye","lady gaga","hellogoodbye","0.0","0.0","Lady Gaga","hellogoodbye","Lady Gaga","hellogoodbye","0.08333333333333337","0.08333333333333337","born this way","would it kill you?","born this way","would it kill you?","0.0","0.0","born this way","would it kill you?","born this way","would it kill you?","0.0","0.0"
"WekaMatchingRule","dbpedia_5730","musicbrainz_7977","7.784225187990598E-4",,"Do You... ","Down the Road","Do You... ","Down the Road","0.23076923076923073","0.23076923076923073","Do You... (Miguel song)","Down the Road","Do You... (Miguel song)","Down the Road","0.26086956521739135","0.26086956521739135","miguel","of mice & men","miguel","of mice & men","0.0","0.0","Miguel","Of Mice & Men","Miguel","Of Mice & Men","0.23076923076923073","0.23076923076923073","kaleidoscope dream","cold world","kaleidoscope dream","cold world","0.0","0.0","kaleidoscope dream","cold world","kaleidoscope dream","cold world","0.0","0.0"
"WekaMatchingRule","dbpedia_1284","musicbrainz_32165","0.14629171120856937","0","As Long as You Love Me ","As Long as You Love Me","As Long as You Love Me ","As Long as You Love Me","0.9565217391304348","0.9565217391304348","As Long as You Love Me (Justin Bieber song)","As Long as You Love Me","As Long as You Love Me (Justin Bieber song)","As Long as You Love Me","0.5116279069767442","0.5116279069767442","justin bieber","tiffany alvord","justin bieber","tiffany alvord","0.0","0.0","Justin Bieber","Tiffany Alvord","Justin Bieber","Tiffany Alvord","0.1428571428571429","0.1428571428571429","believe","i’ve got it covered, volume 3","believe","i’ve got it covered, volume 3","0.0","0.0","believe","i’ve got it covered, volume 3","believe","i’ve got it covered, volume 3","0.0","0.0"
"WekaMatchingRule","dbpedia_2545","musicbrainz_28766","0.0022702277172567944",,"Company ","Courage","Company ","Courage","0.375","0.375","Company (Justin Bieber song)","Courage","Company (Justin Bieber song)","Courage","0.1785714285714286","0.1785714285714286","justin bieber","we are scientists","justin bieber","we are scientists","0.0","0.0","Justin Bieber","We Are Scientists","Justin Bieber","We Are Scientists","0.17647058823529416","0.17647058823529416","purpose","tv en français","purpose","tv en français","0.0","0.0","purpose","tv en français","purpose","tv en français","0.0","0.0"
"WekaMatchingRule","dbpedia_7593","musicbrainz_26198","0.0011705214527068823",,"Swagger Jagger","Sweet Things ","Swagger Jagger","Sweet Things ","0.2857142857142857","0.2857142857142857","Swagger Jagger","Sweet Things (Acoustic)","Swagger Jagger","Sweet Things (Acoustic)","0.17391304347826086","0.17391304347826086","cher lloyd","the pretty reckless","cher lloyd","the pretty reckless","0.0","0.0","Cher Lloyd","The Pretty Reckless","Cher Lloyd","The Pretty Reckless","0.26315789473684215","0.26315789473684215","sticks and stones","going to hell","sticks and stones","going to hell","0.0","0.0","sticks and stones","going to hell","sticks and stones","going to hell","0.0","0.0"
"WekaMatchingRule","dbpedia_2571","musicbrainz_25103","9.733725239597702E-4",,"The Right Song","The Only Time I'm Happy","The Right Song","The Only Time I'm Happy","0.26086956521739135","0.26086956521739135","The Right Song","The Only Time I'm Happy","The Right Song","The Only Time I'm Happy","0.26086956521739135","0.26086956521739135","tiësto","the supremes","tiësto","the supremes","0.0","0.0","Tiësto","The Supremes","Tiësto","The Supremes","0.16666666666666663","0.16666666666666663",,,,,,,"","more hits by the supremes","","more hits by the supremes","0.0","0.0"
"WekaMatchingRule","dbpedia_2819","musicbrainz_29857","5.644916103617656E-4",,"Infinity 2","Inner Garden II ","Infinity 2","Inner Garden II ","0.1875","0.1875","Infinity 2","Inner Garden II (2015 mix)","Infinity 2","Inner Garden II (2015 mix)","0.1923076923076923","0.1923076923076923","do as infinity","king crimson","do as infinity","king crimson","0.0","0.0","Do As Infinity","King Crimson","Do As Infinity","King Crimson","0.1428571428571429","0.1428571428571429","eight","thrak","eight","thrak","0.0","0.0","eight","thrak","eight","thrak","0.0","0.0"
"WekaMatchingRule","dbpedia_1158","musicbrainz_3148","0.001396773268915694",,"Don't Cry Anymore","Does Anybody Really Fall in Love Anymore? ","Don't Cry Anymore","Does Anybody Really Fall in Love Anymore? ","0.30952380952380953","0.30952380952380953","Don't Cry Anymore","Does Anybody Really Fall in Love Anymore? (demo)","Don't Cry Anymore","Does Anybody Really Fall in Love Anymore? (demo)","0.27083333333333337","0.27083333333333337","miwa","bon jovi","miwa","bon jovi","0.0","0.0","miwa","Bon Jovi","miwa","Bon Jovi","0.0","0.0","guitarissimo","new jersey","guitarissimo","new jersey","0.0","0.0","guitarissimo","new jersey","guitarissimo","new jersey","0.0","0.0"
"WekaMatchingRule","dbpedia_5196","musicbrainz_20685","0.002031239506690449",,"The Last One Alive","The Man the Key the Beast","The Last One Alive","The Man the Key the Beast","0.36","0.36","The Last One Alive","The Man the Key the Beast","The Last One Alive","The Man the Key the Beast","0.36","0.36","demon hunter","vulcano","demon hunter","vulcano","0.0","0.0","Demon Hunter","Vulcano","Demon Hunter","Vulcano","0.08333333333333337","0.08333333333333337","extremist","the man the key the beast","extremist","the man the key the beast","0.0","0.0","extremist","the man the key the beast","extremist","the man the key the beast","0.0","0.0"
"WekaMatchingRule","dbpedia_6766","musicbrainz_14278","0.9360961624941305","1","Shades of Cool","Shades of Cool","Shades of Cool","Shades of Cool","1.0","1.0","Shades of Cool","Shades of Cool","Shades of Cool","Shades of Cool","1.0","1.0","lana del rey","lana del rey","lana del rey","lana del rey","1.0","1.0","Lana Del Rey","Lana Del Rey","Lana Del Rey","Lana Del Rey","1.0","1.0","ultraviolence","ultraviolence","ultraviolence","ultraviolence","1.0","1.0","ultraviolence","ultraviolence","ultraviolence","ultraviolence","1.0","1.0"
"WekaMatchingRule","dbpedia_2778","musicbrainz_19927","0.0010629448617489271",,"Bottoms Up ","Bone Bag","Bottoms Up ","Bone Bag","0.2727272727272727","0.2727272727272727","Bottoms Up (Trey Songz song)","Bone Bag","Bottoms Up (Trey Songz song)","Bone Bag","0.1785714285714286","0.1785714285714286","trey songz","blur","trey songz","blur","0.0","0.0","Trey Songz","Blur","Trey Songz","Blur","0.0","0.0","passion, pain & pleasure","modern life is rubbish","passion, pain & pleasure","modern life is rubbish","0.0","0.0","passion, pain & pleasure","modern life is rubbish","passion, pain & pleasure","modern life is rubbish","0.0","0.0"
"WekaMatchingRule","dbpedia_990","musicbrainz_29323","8.422316319298526E-4",,"Heart Vacancy","Her Words Destroyed My Planet","Heart Vacancy","Her Words Destroyed My Planet","0.24137931034482762","0.24137931034482762","Heart Vacancy","Her Words Destroyed My Planet","Heart Vacancy","Her Words Destroyed My Planet","0.24137931034482762","0.24137931034482762","the wanted","motion city soundtrack","the wanted","motion city soundtrack","0.0","0.0","The Wanted","Motion City Soundtrack","The Wanted","Motion City Soundtrack","0.18181818181818177","0.18181818181818177","the wanted","my dinosaur life","the wanted","my dinosaur life","0.0","0.0","the wanted","my dinosaur life","the wanted","my dinosaur life","0.0","0.0"
"WekaMatchingRule","dbpedia_1830","musicbrainz_11108","5.904284968460854E-4",,"What's the Pressure","Where Did You Sleep Last Night?","What's the Pressure","Where Did You Sleep Last Night?","0.19354838709677424","0.19354838709677424","What's the Pressure","Where Did You Sleep Last Night?","What's the Pressure","Where Did You Sleep Last Night?","0.19354838709677424","0.19354838709677424","laura tesoro","wzrd","laura tesoro","wzrd","0.0","0.0","Laura Tesoro","WZRD","Laura Tesoro","WZRD","0.08333333333333337","0.08333333333333337",,,,,,,"","wzrd","","wzrd","0.0","0.0"
"WekaMatchingRule","dbpedia_6343","musicbrainz_28504","0.002981380191028734",,"Best Kept Secret ","Best Damn Friend","Best Kept Secret ","Best Damn Friend","0.4117647058823529","0.4117647058823529","Best Kept Secret (song)","Best Damn Friend","Best Kept Secret (song)","Best Damn Friend","0.34782608695652173","0.34782608695652173","didrik solli-tangen","barenaked ladies","didrik solli-tangen","barenaked ladies","0.0","0.0","Didrik Solli-Tangen","Barenaked Ladies","Didrik Solli-Tangen","Barenaked Ladies","0.1578947368421053","0.1578947368421053","guilty pleasures","grinning streak","guilty pleasures","grinning streak","0.0","0.0","guilty pleasures","grinning streak","guilty pleasures","grinning streak","0.0","0.0"
