"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] SongNameComparatorRemoveBrackets record1Value","[0] SongNameComparatorRemoveBrackets record2Value","[0] SongNameComparatorRemoveBrackets record1PreprocessedValue","[0] SongNameComparatorRemoveBrackets record2PreprocessedValue","[0] SongNameComparatorRemoveBrackets similarity","[0] SongNameComparatorRemoveBrackets postproccesedSimilarity","[1] SongNameComparatorLevenshtein record1Value","[1] SongNameComparatorLevenshtein record2Value","[1] SongNameComparatorLevenshtein record1PreprocessedValue","[1] SongNameComparatorLevenshtein record2PreprocessedValue","[1] SongNameComparatorLevenshtein similarity","[1] SongNameComparatorLevenshtein postproccesedSimilarity","[2] SongArtistsComparatorToken record1Value","[2] SongArtistsComparatorToken record2Value","[2] SongArtistsComparatorToken record1PreprocessedValue","[2] SongArtistsComparatorToken record2PreprocessedValue","[2] SongArtistsComparatorToken similarity","[2] SongArtistsComparatorToken postproccesedSimilarity","[3] SongArtistsComparatorLevenshtein record1Value","[3] SongArtistsComparatorLevenshtein record2Value","[3] SongArtistsComparatorLevenshtein record1PreprocessedValue","[3] SongArtistsComparatorLevenshtein record2PreprocessedValue","[3] SongArtistsComparatorLevenshtein similarity","[3] SongArtistsComparatorLevenshtein postproccesedSimilarity","[4] SongAlbumComparatorMaxSim record1Value","[4] SongAlbumComparatorMaxSim record2Value","[4] SongAlbumComparatorMaxSim record1PreprocessedValue","[4] SongAlbumComparatorMaxSim record2PreprocessedValue","[4] SongAlbumComparatorMaxSim similarity","[4] SongAlbumComparatorMaxSim postproccesedSimilarity","[5] SongAlbumComparatorToken record1Value","[5] SongAlbumComparatorToken record2Value","[5] SongAlbumComparatorToken record1PreprocessedValue","[5] SongAlbumComparatorToken record2PreprocessedValue","[5] SongAlbumComparatorToken similarity","[5] SongAlbumComparatorToken postproccesedSimilarity"
"WekaMatchingRule","dbpedia_3098","musicbrainz_17049","0.0010629448617489271",,"Sun Is Shining ","Suburban Space Invader","Sun Is Shining ","Suburban Space Invader","0.2727272727272727","0.2727272727272727","Sun Is Shining (Axwell and Ingrosso song)","Suburban Space Invader","Sun Is Shining (Axwell and Ingrosso song)","Suburban Space Invader","0.19512195121951215","0.19512195121951215","axwell λ ingrosso","the asteroids galaxy tour","axwell λ ingrosso","the asteroids galaxy tour","0.0","0.0","Axwell Λ Ingrosso","The Asteroids Galaxy Tour","Axwell Λ Ingrosso","The Asteroids Galaxy Tour","0.16000000000000003","0.16000000000000003",,,,,,,"","out of frequency","","out of frequency","0.0","0.0"
"WekaMatchingRule","dbpedia_9067","musicbrainz_5138","0.0020867637641201384",,"Home ","Honest Town","Home ","Honest Town","0.36363636363636365","0.36363636363636365","Home (Gabrielle Aplin song)","Honest Town","Home (Gabrielle Aplin song)","Honest Town","0.18518518518518523","0.18518518518518523","gabrielle aplin","simple minds","gabrielle aplin","simple minds","0.0","0.0","Gabrielle Aplin","Simple Minds","Gabrielle Aplin","Simple Minds","0.2666666666666667","0.2666666666666667","english rain","big music","english rain","big music","0.0","0.0","english rain","big music","english rain","big music","0.0","0.0"
"WekaMatchingRule","dbpedia_7116","musicbrainz_9861","0.002516450762289132",,"All My Love ","Always in My Head ","All My Love ","Always in My Head ","0.38888888888888884","0.38888888888888884","All My Love (Richard Beynon and Zen Freeman featuring CeCe Peniston song)","Always in My Head (instrumental)","All My Love (Richard Beynon and Zen Freeman featuring CeCe Peniston song)","Always in My Head (instrumental)","0.23287671232876717","0.23287671232876717","cece peniston","coldplay","cece peniston","coldplay","0.0","0.0","CeCe Peniston","Coldplay","CeCe Peniston","Coldplay","0.15384615384615385","0.15384615384615385",,,,,,,"","ghost stories (instrumentals)","","ghost stories (instrumentals)","0.0","0.0"
"WekaMatchingRule","dbpedia_7890","musicbrainz_30901","0.003091650124121141",,"Goldie ","Golden State","Goldie ","Golden State","0.41666666666666663","0.41666666666666663","Goldie (song)","Golden State","Goldie (song)","Golden State","0.46153846153846156","0.46153846153846156","a$ap rocky","american hi-fi","a$ap rocky","american hi-fi","0.0","0.0","A$AP Rocky","American Hi-Fi","A$AP Rocky","American Hi-Fi","0.2142857142857143","0.2142857142857143","long. live. asap","blood & lemonade","long. live. asap","blood & lemonade","0.0","0.0","long. live. asap","blood & lemonade","long. live. asap","blood & lemonade","0.0","0.0"
"WekaMatchingRule","dbpedia_10626","musicbrainz_30996","6.69774902119617E-4",,"Ready for the Night","Redline","Ready for the Night","Redline","0.21052631578947367","0.21052631578947367","Ready for the Night","Redline","Ready for the Night","Redline","0.21052631578947367","0.21052631578947367","laurent wéry","escape the fate","laurent wéry","escape the fate","0.0","0.0","Laurent Wéry","Escape the Fate","Laurent Wéry","Escape the Fate","0.19999999999999996","0.19999999999999996","ready for the night","hate me","ready for the night","hate me","0.0","0.0","ready for the night","hate me","ready for the night","hate me","0.0","0.0"
"WekaMatchingRule","dbpedia_9885","musicbrainz_19322","6.194085735176345E-4",,"Sandwich and a Soda","Sacrificial Bonfire ","Sandwich and a Soda","Sacrificial Bonfire ","0.19999999999999996","0.19999999999999996","Sandwich and a Soda","Sacrificial Bonfire (instrumental mix)","Sandwich and a Soda","Sacrificial Bonfire (instrumental mix)","0.23684210526315785","0.23684210526315785","tamia","xtc","tamia","xtc","0.0","0.0","Tamia","XTC","Tamia","XTC","0.0","0.0","love life","skylarking","love life","skylarking","0.0","0.0","love life","skylarking","love life","skylarking","0.0","0.0"
"WekaMatchingRule","dbpedia_7012","musicbrainz_13213","7.305515048156064E-4",,"I'll Be in the Sky","I'm Open","I'll Be in the Sky","I'm Open","0.2222222222222222","0.2222222222222222","I'll Be in the Sky","I'm Open","I'll Be in the Sky","I'm Open","0.2222222222222222","0.2222222222222222","b.o.b","pearl jam","b.o.b","pearl jam","0.0","0.0","B.o.B","Pearl Jam","B.o.B","Pearl Jam","0.0","0.0","b.o.b presents: the adventures of bobby ray","no code","b.o.b presents: the adventures of bobby ray","no code","0.0","0.0","b.o.b presents: the adventures of bobby ray","no code","b.o.b presents: the adventures of bobby ray","no code","0.0","0.0"
"WekaMatchingRule","dbpedia_3520","musicbrainz_5419","6.887379877373776E-4",,"HeadBand","Here Today And Gone Tomorrow","HeadBand","Here Today And Gone Tomorrow","0.2142857142857143","0.2142857142857143","HeadBand","Here Today And Gone Tomorrow","HeadBand","Here Today And Gone Tomorrow","0.2142857142857143","0.2142857142857143","b.o.b","earth, wind & fire","b.o.b","earth, wind & fire","0.0","0.0","B.o.B","Earth, Wind & Fire","B.o.B","Earth, Wind & Fire","0.0","0.0","underground luxury","touch the world","underground luxury","touch the world","0.0","0.0","underground luxury","touch the world","underground luxury","touch the world","0.0","0.0"
"WekaMatchingRule","dbpedia_4785","musicbrainz_4468","0.0011219092589307429",,"You're Not Alone ","You Don't Owe Me Anything","You're Not Alone ","You Don't Owe Me Anything","0.28","0.28","You're Not Alone (Of Mice & Men song)","You Don't Owe Me Anything","You're Not Alone (Of Mice & Men song)","You Don't Owe Me Anything","0.3783783783783784","0.3783783783783784","of mice & men","tonight alive","of mice & men","tonight alive","0.0","0.0","Of Mice & Men","Tonight Alive","Of Mice & Men","Tonight Alive","0.07692307692307687","0.07692307692307687",,,,,,,"","the other side","","the other side","0.0","0.0"
"WekaMatchingRule","dbpedia_1758","musicbrainz_21059","0.001666684658250524",,"La terre est ronde","Last Fad","La terre est ronde","Last Fad","0.33333333333333337","0.33333333333333337","La terre est ronde","Last Fad","La terre est ronde","Last Fad","0.33333333333333337","0.33333333333333337","orelsan","deerhoof","orelsan","deerhoof","0.0","0.0","Orelsan","Deerhoof","Orelsan","Deerhoof","0.125","0.125","le chant des sirènes","la isla bonita","le chant des sirènes","la isla bonita","0.0","0.0","le chant des sirènes","la isla bonita","le chant des sirènes","la isla bonita","0.0","0.0"
"WekaMatchingRule","dbpedia_5072","musicbrainz_1489","0.9360961624941305","1","Better Than That","Better Than That","Better Than That","Better Than That","1.0","1.0","Better Than That","Better Than That","Better Than That","Better Than That","1.0","1.0","miles kane","miles kane","miles kane","miles kane","1.0","1.0","Miles Kane","Miles Kane","Miles Kane","Miles Kane","1.0","1.0","don't forget who you are","don't forget who you are","don't forget who you are","don't forget who you are","1.0","1.0","don't forget who you are","don't forget who you are","don't forget who you are","don't forget who you are","1.0","1.0"
"WekaMatchingRule","dbpedia_3502","musicbrainz_6226","0.0010161797631752395",,"Masquerade ","Marching Orders","Masquerade ","Marching Orders","0.2666666666666667","0.2666666666666667","Masquerade (2PM song)","Marching Orders","Masquerade (2PM song)","Marching Orders","0.19047619047619047","0.19047619047619047","2pm","the new pornographers","2pm","the new pornographers","0.0","0.0","2PM","The New Pornographers","2PM","The New Pornographers","0.04761904761904767","0.04761904761904767","legend of 2pm","brill bruisers","legend of 2pm","brill bruisers","0.0","0.0","legend of 2pm","brill bruisers","legend of 2pm","brill bruisers","0.0","0.0"
"WekaMatchingRule","dbpedia_2640","musicbrainz_11148","0.001666684658250524",,"Hold On ","How It Ended","Hold On ","How It Ended","0.33333333333333337","0.33333333333333337","Hold On (Skepta song)","How It Ended","Hold On (Skepta song)","How It Ended","0.23809523809523814","0.23809523809523814","skepta","the drums","skepta","the drums","0.0","0.0","Skepta","The Drums","Skepta","The Drums","0.11111111111111116","0.11111111111111116",,,,,,,"","portamento","","portamento","0.0","0.0"
"WekaMatchingRule","dbpedia_6268","musicbrainz_16951","7.692139272702307E-4",,"Hold Back the River ","Honey Don’t – Studio Out-Take / Work in Progress","Hold Back the River ","Honey Don’t – Studio Out-Take / Work in Progress","0.22916666666666663","0.22916666666666663","Hold Back the River (James Bay song)","Honey Don’t – Studio Out-Take / Work in Progress","Hold Back the River (James Bay song)","Honey Don’t – Studio Out-Take / Work in Progress","0.20833333333333337","0.20833333333333337","james bay","t. rex","james bay","t. rex","0.0","0.0","James Bay","T. Rex","James Bay","T. Rex","0.11111111111111116","0.11111111111111116","chaos and the calm","electric warrior","chaos and the calm","electric warrior","0.0","0.0","chaos and the calm","electric warrior","chaos and the calm","electric warrior","0.0","0.0"
"WekaMatchingRule","dbpedia_5821","musicbrainz_11680","0.001988649648300793",,"Inner Ninja","Incessant Mace","Inner Ninja","Incessant Mace","0.3571428571428571","0.3571428571428571","Inner Ninja","Incessant Mace","Inner Ninja","Incessant Mace","0.3571428571428571","0.3571428571428571","classified","soundgarden","classified","soundgarden","0.0","0.0","Classified","Soundgarden","Classified","Soundgarden","0.09090909090909094","0.09090909090909094","classified","badmotorfinger","classified","badmotorfinger","0.0","0.0","classified","badmotorfinger","classified","badmotorfinger","0.0","0.0"
"WekaMatchingRule","dbpedia_1330","musicbrainz_9060","9.468097663204848E-4",,"The Adventures of Rain Dance Maggie","They Don’t Care About Us","The Adventures of Rain Dance Maggie","They Don’t Care About Us","0.2571428571428571","0.2571428571428571","The Adventures of Rain Dance Maggie","They Don’t Care About Us","The Adventures of Rain Dance Maggie","They Don’t Care About Us","0.2571428571428571","0.2571428571428571","red hot chili peppers","saliva","red hot chili peppers","saliva","0.0","0.0","Red Hot Chili Peppers","Saliva","Red Hot Chili Peppers","Saliva","0.09523809523809523","0.09523809523809523","i'm with you","love, lies & therapy","i'm with you","love, lies & therapy","0.0","0.0","i'm with you","love, lies & therapy","i'm with you","love, lies & therapy","0.0","0.0"
"WekaMatchingRule","dbpedia_2437","musicbrainz_14768","0.010588309055759937","0","Like Me ","Like a Dove ","Like Me ","Like a Dove ","0.5833333333333333","0.5833333333333333","Like Me (Lil Durk song)","Like a Dove (freestyle)","Like Me (Lil Durk song)","Like a Dove (freestyle)","0.3913043478260869","0.3913043478260869","lil durk","hollywood undead","lil durk","hollywood undead","0.0","0.0","Lil Durk","Hollywood Undead","Lil Durk","Hollywood Undead","0.1875","0.1875","remember my name","jeffree star vs. j.j. star","remember my name","jeffree star vs. j.j. star","0.0","0.0","remember my name","jeffree star vs. j.j. star","remember my name","jeffree star vs. j.j. star","0.0","0.0"
"WekaMatchingRule","dbpedia_3960","musicbrainz_33044",,"0","Still Into You","Let It Out","Still Into You","Let It Out","0.3571428571428571","0.3571428571428571","Still Into You","Let It Out","Still Into You","Let It Out","0.3571428571428571","0.3571428571428571","paramore","parabelle","paramore","parabelle","0.0","0.0","Paramore","Parabelle","Paramore","Parabelle","0.5555555555555556","0.5555555555555556","paramore","your starry eyes will never make us even,air","paramore","your starry eyes will never make us even,air","0.0","0.0","paramore","your starry eyes will never make us even,air","paramore","your starry eyes will never make us even,air","0.0","0.0"
"WekaMatchingRule","dbpedia_11499","musicbrainz_24147","0.001988649648300793",,"La Mordidita","Last Hot Night","La Mordidita","Last Hot Night","0.3571428571428571","0.3571428571428571","La Mordidita","Last Hot Night","La Mordidita","Last Hot Night","0.3571428571428571","0.3571428571428571","ricky martin","goo goo dolls","ricky martin","goo goo dolls","0.0","0.0","Ricky Martin","Goo Goo Dolls","Ricky Martin","Goo Goo Dolls","0.0","0.0","a quien quiera escuchar","magnetic","a quien quiera escuchar","magnetic","0.0","0.0","a quien quiera escuchar","magnetic","a quien quiera escuchar","magnetic","0.0","0.0"
"WekaMatchingRule","dbpedia_9537","musicbrainz_30426","6.589549881014715E-4",,"ThatPower","The Big Hat and Toy Show","ThatPower","The Big Hat and Toy Show","0.20833333333333337","0.20833333333333337","ThatPower","The Big Hat and Toy Show","ThatPower","The Big Hat and Toy Show","0.20833333333333337","0.20833333333333337","will.i.am","guided by voices","will.i.am","guided by voices","0.0","0.0","will.i.am","Guided by Voices","will.i.am","Guided by Voices","0.125","0.125","#willpower","let's go eat the factory","#willpower","let's go eat the factory","0.0","0.0","#willpower","let's go eat the factory","#willpower","let's go eat the factory","0.0","0.0"
"WekaMatchingRule","dbpedia_3238","musicbrainz_17442","0.19140981373695762","0","Tightrope ","Tightrope ","Tightrope ","Tightrope ","1.0","1.0","Tightrope (Janelle Monáe song)","Tightrope (J. Views Remix)","Tightrope (Janelle Monáe song)","Tightrope (J. Views Remix)","0.5","0.5","janelle monáe","walk the moon","janelle monáe","walk the moon","0.0","0.0","Janelle Monáe","Walk the Moon","Janelle Monáe","Walk the Moon","0.3076923076923077","0.3076923076923077","the archandroid","walk the moon","the archandroid","walk the moon","0.0","0.0","the archandroid","walk the moon","the archandroid","walk the moon","0.25","0.25"
"WekaMatchingRule","dbpedia_7862","musicbrainz_6205","0.0024379787913273256",,"Lonely ","Long Time Lie","Lonely ","Long Time Lie","0.3846153846153846","0.3846153846153846","Lonely (Medina song)","Long Time Lie","Lonely (Medina song)","Long Time Lie","0.30000000000000004","0.30000000000000004","medina","depeche mode","medina","depeche mode","0.0","0.0","Medina","Depeche Mode","Medina","Depeche Mode","0.08333333333333337","0.08333333333333337","welcome to medina","delta machine","welcome to medina","delta machine","0.0","0.0","welcome to medina","delta machine","welcome to medina","delta machine","0.0","0.0"
"WekaMatchingRule","dbpedia_10418","musicbrainz_18407","7.784225187990598E-4",,"Un-Thinkable ","Unafraid","Un-Thinkable ","Unafraid","0.23076923076923073","0.23076923076923073","Un-Thinkable (I'm Ready)","Unafraid","Un-Thinkable (I'm Ready)","Unafraid","0.20833333333333337","0.20833333333333337","alicia keys","pillar","alicia keys","pillar","0.0","0.0","Alicia Keys","Pillar","Alicia Keys","Pillar","0.18181818181818177","0.18181818181818177","the element of freedom","one love revolution","the element of freedom","one love revolution","0.0","0.0","the element of freedom","one love revolution","the element of freedom","one love revolution","0.0","0.0"
"WekaMatchingRule","dbpedia_4328","musicbrainz_33506","7.305515048156064E-4",,"Didn't Wanna Do It","Diesel Power ","Didn't Wanna Do It","Diesel Power ","0.2222222222222222","0.2222222222222222","Didn't Wanna Do It","Diesel Power (Quarashi remix)","Didn't Wanna Do It","Diesel Power (Quarashi remix)","0.24137931034482762","0.24137931034482762","julia volkova","the prodigy","julia volkova","the prodigy","0.0","0.0","Julia Volkova","The Prodigy","Julia Volkova","The Prodigy","0.07692307692307687","0.07692307692307687",,,,,,,"","anthology","","anthology","0.0","0.0"
"WekaMatchingRule","dbpedia_7603","musicbrainz_30777","0.001988649648300793",,"Stick Together","Stump Farmer","Stick Together","Stump Farmer","0.3571428571428571","0.3571428571428571","Stick Together","Stump Farmer","Stick Together","Stump Farmer","0.3571428571428571","0.3571428571428571","anthony jasmin","melvins","anthony jasmin","melvins","0.0","0.0","Anthony Jasmin","Melvins","Anthony Jasmin","Melvins","0.1428571428571429","0.1428571428571429",,,,,,,"","tres cabrones","","tres cabrones","0.0","0.0"
"WekaMatchingRule","dbpedia_113","musicbrainz_3426","0.9360961624941305","1","If I Could Change Your Mind","If I Could Change Your Mind","If I Could Change Your Mind","If I Could Change Your Mind","1.0","1.0","If I Could Change Your Mind","If I Could Change Your Mind","If I Could Change Your Mind","If I Could Change Your Mind","1.0","1.0","haim","haim","haim","haim","1.0","1.0","Haim","HAIM","Haim","HAIM","1.0","1.0","days are gone","days are gone,pro disc 166","days are gone","days are gone,pro disc 166","1.0","1.0","days are gone","days are gone,pro disc 166","days are gone","days are gone,pro disc 166","0.5","0.5"
"WekaMatchingRule","dbpedia_7389","musicbrainz_17436","0.13543436663641217","0","Shut Up and Dance ","Shut Up and Dance","Shut Up and Dance ","Shut Up and Dance","0.9444444444444444","0.9444444444444444","Shut Up and Dance (Victoria Duffield song)","Shut Up and Dance","Shut Up and Dance (Victoria Duffield song)","Shut Up and Dance","0.40476190476190477","0.40476190476190477","victoria duffield","walk the moon","victoria duffield","walk the moon","0.0","0.0","Victoria Duffield","Walk the Moon","Victoria Duffield","Walk the Moon","0.05882352941176472","0.05882352941176472","shut up and dance","sing your heart out! 2016","shut up and dance","sing your heart out! 2016","0.0","0.0","shut up and dance","sing your heart out! 2016","shut up and dance","sing your heart out! 2016","0.0","0.0"
"WekaMatchingRule","dbpedia_1002","musicbrainz_17606","0.002981380191028734",,"Somebody to Love ","Sound as Ever ","Somebody to Love ","Sound as Ever ","0.4117647058823529","0.4117647058823529","Somebody to Love (Justin Bieber song)","Sound as Ever (live in Seattle)","Somebody to Love (Justin Bieber song)","Sound as Ever (live in Seattle)","0.32432432432432434","0.32432432432432434","justin bieber","you am i","justin bieber","you am i","0.0","0.0","Justin Bieber","You Am I","Justin Bieber","You Am I","0.15384615384615385","0.15384615384615385","my world 2.0,versus,never say never: the remixes","sound as ever","my world 2.0,versus,never say never: the remixes","sound as ever","0.0","0.0","my world 2.0,versus,never say never: the remixes","sound as ever","my world 2.0,versus,never say never: the remixes","sound as ever","0.0","0.0"
"WekaMatchingRule","dbpedia_3503","musicbrainz_22773","0.0057279283845347835",,"Falling ","Famine","Falling ","Famine","0.5","0.5","Falling (Trent Harmon song)","Famine","Falling (Trent Harmon song)","Famine","0.18518518518518523","0.18518518518518523","trent harmon","opeth","trent harmon","opeth","0.0","0.0","Trent Harmon","Opeth","Trent Harmon","Opeth","0.25","0.25",,,,,,,"","heritage","","heritage","0.0","0.0"
"WekaMatchingRule","dbpedia_5635","musicbrainz_28538","4.835633178021515E-4",,"Tiraniemai","Till the Water’s All Long Gone","Tiraniemai","Till the Water’s All Long Gone","0.16666666666666663","0.16666666666666663","Tiraniemai","Till the Water’s All Long Gone","Tiraniemai","Till the Water’s All Long Gone","0.16666666666666663","0.16666666666666663","anna vissi","the decemberists","anna vissi","the decemberists","0.0","0.0","Anna Vissi","The Decemberists","Anna Vissi","The Decemberists","0.125","0.125",,,,,,,"","what a terrible world, what a beautiful world","","what a terrible world, what a beautiful world","0.0","0.0"
"WekaMatchingRule","dbpedia_7951","musicbrainz_1643","6.194085735176345E-4",,"This Girl ","The Final Year of the Universe","This Girl ","The Final Year of the Universe","0.19999999999999996","0.19999999999999996","This Girl (Cookin' on 3 Burners song)","The Final Year of the Universe","This Girl (Cookin' on 3 Burners song)","The Final Year of the Universe","0.2702702702702703","0.2702702702702703","kungs","shihad","kungs","shihad","0.0","0.0","Kungs","Shihad","Kungs","Shihad","0.0","0.0",,,,,,,"","ignite","","ignite","0.0","0.0"
"WekaMatchingRule","dbpedia_7473","musicbrainz_24324",,"0","Are You Metal?","Not Yet Today","Are You Metal?","Not Yet Today","0.2857142857142857","0.2857142857142857","Are You Metal?","Not Yet Today","Are You Metal?","Not Yet Today","0.2857142857142857","0.2857142857142857","helloween","helloween","helloween","helloween","1.0","1.0","Helloween","Helloween","Helloween","Helloween","1.0","1.0","7 sinners","7 sinners","7 sinners","7 sinners","1.0","1.0","7 sinners","7 sinners","7 sinners","7 sinners","1.0","1.0"
"WekaMatchingRule","dbpedia_9987","musicbrainz_7617","6.194085735176345E-4",,"Boy Is a Bottom","Bourée ","Boy Is a Bottom","Bourée ","0.19999999999999996","0.19999999999999996","Boy Is a Bottom","Bourée (Morgan version)","Boy Is a Bottom","Bourée (Morgan version)","0.26086956521739135","0.26086956521739135","willam belli","jethro tull","willam belli","jethro tull","0.0","0.0","Willam Belli","Jethro Tull","Willam Belli","Jethro Tull","0.25","0.25",,,,,,,"","stand up","","stand up","0.0","0.0"
"WekaMatchingRule","dbpedia_3517","musicbrainz_8828","0.040904663676542295","0","Go Robot","Goodbye Angels","Go Robot","Goodbye Angels","0.2142857142857143","0.2142857142857143","Go Robot","Goodbye Angels","Go Robot","Goodbye Angels","0.2142857142857143","0.2142857142857143","red hot chili peppers","red hot chili peppers","red hot chili peppers","red hot chili peppers","1.0","1.0","Red Hot Chili Peppers","Red Hot Chili Peppers","Red Hot Chili Peppers","Red Hot Chili Peppers","1.0","1.0","the getaway","the getaway","the getaway","the getaway","1.0","1.0","the getaway","the getaway","the getaway","the getaway","1.0","1.0"
"WekaMatchingRule","dbpedia_3390","musicbrainz_6967","0.0019276312611439556",,"When She Was Mine","Where's My Sex","When She Was Mine","Where's My Sex","0.3529411764705882","0.3529411764705882","When She Was Mine","Where's My Sex","When She Was Mine","Where's My Sex","0.3529411764705882","0.3529411764705882","lawson","weezer","lawson","weezer","0.0","0.0","Lawson","Weezer","Lawson","Weezer","0.0","0.0","chapman square","hurley","chapman square","hurley","0.0","0.0","chapman square","hurley","chapman square","hurley","0.0","0.0"
"WekaMatchingRule","dbpedia_3512","musicbrainz_6963","0.0022702277172567944",,"Megamix ","Memories","Megamix ","Memories","0.375","0.375","Megamix (song)","Memories","Megamix (song)","Memories","0.2857142857142857","0.2857142857142857","r.i.o.","weezer","r.i.o.","weezer","0.0","0.0","R.I.O.","Weezer","R.I.O.","Weezer","0.0","0.0",,,,,,,"","hurley","","hurley","0.0","0.0"
"WekaMatchingRule","dbpedia_3676","musicbrainz_15069","0.01196773992674415",,"Obsession ","Obsessed","Obsession ","Obsessed","0.6","0.6","Obsession (Sky Ferreira song)","Obsessed","Obsession (Sky Ferreira song)","Obsessed","0.24137931034482762","0.24137931034482762","sky ferreira","sepultura","sky ferreira","sepultura","0.0","0.0","Sky Ferreira","Sepultura","Sky Ferreira","Sepultura","0.25","0.25",,,,,,,"","the mediator between head and hands must be the heart","","the mediator between head and hands must be the heart","0.0","0.0"
"WekaMatchingRule","dbpedia_5840","musicbrainz_17369","5.771087040836127E-4",,"Soloween","Songs in Red and Gray","Soloween","Songs in Red and Gray","0.19047619047619047","0.19047619047619047","Soloween","Songs in Red and Gray","Soloween","Songs in Red and Gray","0.19047619047619047","0.19047619047619047","aural vampire","suzanne vega","aural vampire","suzanne vega","0.0","0.0","Aural Vampire","Suzanne Vega","Aural Vampire","Suzanne Vega","0.15384615384615385","0.15384615384615385","razors on backstreet","close-up, volume 1: love songs","razors on backstreet","close-up, volume 1: love songs","0.0","0.0","razors on backstreet","close-up, volume 1: love songs","razors on backstreet","close-up, volume 1: love songs","0.0","0.0"
"WekaMatchingRule","dbpedia_3462","musicbrainz_12222","0.001666684658250524",,"Norway ","Not Today","Norway ","Not Today","0.33333333333333337","0.33333333333333337","Norway (song)","Not Today","Norway (song)","Not Today","0.3076923076923077","0.3076923076923077","beach house","twenty one pilots","beach house","twenty one pilots","0.0","0.0","Beach House","twenty one pilots","Beach House","twenty one pilots","0.17647058823529416","0.17647058823529416","teen dream","blurryface","teen dream","blurryface","0.0","0.0","teen dream","blurryface","teen dream","blurryface","0.0","0.0"
"WekaMatchingRule","dbpedia_9583","musicbrainz_30888","0.001301455722656369",,"The One: Crash to Create","The Past Is a Grotesque Animal","The One: Crash to Create","The Past Is a Grotesque Animal","0.30000000000000004","0.30000000000000004","The One: Crash to Create","The Past Is a Grotesque Animal","The One: Crash to Create","The Past Is a Grotesque Animal","0.30000000000000004","0.30000000000000004","luna sea","of montreal","luna sea","of montreal","0.0","0.0","Luna Sea","of Montreal","Luna Sea","of Montreal","0.18181818181818177","0.18181818181818177",,,,,,,"","snare lustrous doomings","","snare lustrous doomings","0.0","0.0"
"WekaMatchingRule","dbpedia_1617","musicbrainz_7637","7.584712851875525E-4",,"What I Like About You ","Whip It","What I Like About You ","Whip It","0.2272727272727273","0.2272727272727273","What I Like About You (song)","Whip It","What I Like About You (song)","Whip It","0.1785714285714286","0.1785714285714286","5 seconds of summer","powerman 5000","5 seconds of summer","powerman 5000","0.0","0.0","5 Seconds of Summer","Powerman 5000","5 Seconds of Summer","Powerman 5000","0.10526315789473684","0.10526315789473684","poison'd!,the romantics","copies clones & replicants","poison'd!,the romantics","copies clones & replicants","0.0","0.0","poison'd!,the romantics","copies clones & replicants","poison'd!,the romantics","copies clones & replicants","0.0","0.0"
"WekaMatchingRule","dbpedia_2696","musicbrainz_16121","0.9064868270424128","1","Between the Lines ","Between the Lines","Between the Lines ","Between the Lines","0.9444444444444444","0.9444444444444444","Between the Lines (Stone Temple Pilots song)","Between the Lines","Between the Lines (Stone Temple Pilots song)","Between the Lines","0.38636363636363635","0.38636363636363635","stone temple pilots","stone temple pilots","stone temple pilots","stone temple pilots","1.0","1.0","Stone Temple Pilots","Stone Temple Pilots","Stone Temple Pilots","Stone Temple Pilots","1.0","1.0","stone temple pilots","stone temple pilots","stone temple pilots","stone temple pilots","1.0","1.0","stone temple pilots","stone temple pilots","stone temple pilots","stone temple pilots","1.0","1.0"
"WekaMatchingRule","dbpedia_10009","musicbrainz_1403","6.69774902119617E-4",,"The Bike Song","Third World Pyramid","The Bike Song","Third World Pyramid","0.21052631578947367","0.21052631578947367","The Bike Song","Third World Pyramid","The Bike Song","Third World Pyramid","0.21052631578947367","0.21052631578947367","spank rock","the brian jonestown massacre","spank rock","the brian jonestown massacre","0.0","0.0","Spank Rock","The Brian Jonestown Massacre","Spank Rock","The Brian Jonestown Massacre","0.1428571428571429","0.1428571428571429","record collection","third world pyramid","record collection","third world pyramid","0.0","0.0","record collection","third world pyramid","record collection","third world pyramid","0.0","0.0"
"WekaMatchingRule","dbpedia_1138","musicbrainz_16398","0.0014894612586122756",,"The Mechanism","The Girl With No Name ","The Mechanism","The Girl With No Name ","0.31818181818181823","0.31818181818181823","The Mechanism","The Girl With No Name (mono)","The Mechanism","The Girl With No Name (mono)","0.25","0.25","disclosure","the byrds","disclosure","the byrds","0.0","0.0","Disclosure","The Byrds","Disclosure","The Byrds","0.0","0.0",,,,,,,"","younger than yesterday","","younger than yesterday","0.0","0.0"
"WekaMatchingRule","dbpedia_10925","musicbrainz_271","4.6765117915716325E-4",,"On My Way ","One White Duck / 0¹⁰ = Nothing at All","On My Way ","One White Duck / 0¹⁰ = Nothing at All","0.16216216216216217","0.16216216216216217","On My Way (Lea Michele song)","One White Duck / 0¹⁰ = Nothing at All","On My Way (Lea Michele song)","One White Duck / 0¹⁰ = Nothing at All","0.21621621621621623","0.21621621621621623","lea michele","jethro tull","lea michele","jethro tull","0.0","0.0","Lea Michele","Jethro Tull","Lea Michele","Jethro Tull","0.18181818181818177","0.18181818181818177","louder","minstrel in the gallery","louder","minstrel in the gallery","0.0","0.0","louder","minstrel in the gallery","louder","minstrel in the gallery","0.0","0.0"
